source,target
ITU G.967.1,ITU G.983.3
ITU J.87,ITU J.186
RFC 5136,ITU Y.1540
ITU Q.816.1,ITU X.780.1
ITU X.780.1,ITU Q.816.1
RFC 2698,ITU G.984.3
RFC 1276,RFC 1430
RFC 3027,RFC 4787
ITU E.411,ITU E.417
RFC 2716,ITU X.1205
RFC 2044,RFC 2284
ITU H.248.48,ITU Q.3303.2
RFC 4732,RFC 6120
ITU H.610,ITU H.622
ITU H.248.41,ITU H.248.43
RFC 823,RFC 1700
RFC 1488,RFC 1777
ITU E.671,ITU E.651
ITU J.197,ITU J.190
ITU T.418,ITU T.435
ISO 8613-8,ITU T.435
ITU F.300,ITU Q.931
ISO 3166-3,ITU X.660
ISO 2955,ITU B.12
RFC 1974,ITU X.272
RFC 2433,RFC 2881
RFC 1655,RFC 1657
ITU H.530,ITU H.235.0
RFC 1398,RFC 1812
RFC 3954,RFC 5102
ITU G.9980,ITU G.9962
ITU J.140,ITU P.800.1
RFC 2225,RFC 2684
ITU H.248.5,ITU H.248.1
RFC 1278,RFC 2252
RFC 4126,ITU Y.2171
RFC 4567,RFC 5124
RFC 5835,RFC 6390
RFC 3926,ITU G.988
RFC 5321,ITU H.810
ITU X.904,ITU X.903
RFC 1958,RFC 3234
RFC 3534,RFC 3533
RFC 2142,RFC 6120
ITU X.1121,ITU Y.2701
RFC 2711,RFC 2710
RFC 3948,ITU Y.2701
ISO 9660,ITU T.411
RFC 3390,RFC 4342
ITU Y.1712,ITU Y.1711
RFC 4512,ITU X.501
RFC 2776,RFC 2974
RFC 3351,RFC 5012
ITU I.510,ITU X.300
RFC 4208,RFC 4874
RFC 4420,RFC 4726
ISO 19505-1,ISO 11179-3
ITU X.920,ITU Z.110
RFC 3602,ITU Y.2701
ITU I.374,ITU F.700
RFC 1378,RFC 1700
ISO 11664-1,ITU H.264
ISO 12232,ITU H.264
ISO 15431,ISO 15050
ITU P.1010,ITU Y.1541
ISO 9541,ISO 15285
ITU M.1530,ITU M.1340
ITU Q.707,ITU Q.2210
ISO 17789,ITU X.1601
ITU Y.2018,ITU Y.2012
RFC 2356,RFC 2828
RFC 3182,RFC 3520
RFC 6120,RFC 6366
ITU E.453,ITU T.5
ITU V.12,ITU V.24
ISO 13818-4,ITU H.262
ITU X.745,ITU X.701
ITU G.174,ITU P.340
ITU M.4100,ITU M.20
ITU Y.2601,ITU Y.2091
RFC 1241,RFC 1700
ITU E.862,ITU G.806
ITU E.410,ITU M.3160
RFC 1996,RFC 2136
ITU T.174,ITU H.770
ITU G.7711,ITU G.874.1
RFC 5382,RFC 5508
RFC 5812,RFC 5811
ISO 13481,ISO 2006
ITU K.18,ITU K.34
ISO 10022,ITU Q.811
RFC 2631,ITU X.509
RFC 1891,RFC 2156
ISO 2382-1,ISO 11179-3
ISO 683-13,ISO 11560
ITU J.280,ITU J.700
ITU I.365.2,ITU M.1400
ITU X.264,ISO 9577
RFC 941,RFC 1237
RFC 2756,RFC 3040
ITU H.450.3,ITU H.323
RFC 607,RFC 1000
ITU G.992,ITU G.997.1
ITU L.42,ITU L.66
ITU G.709.2,ITU G.698.2
ISO 27018,ITU Y.3501
RFC 1636,RFC 1949
RFC 1531,RFC 1700
ISO 10165-5,ITU X.701
ITU E.726,ITU E.651
RFC 4034,ITU Y.2701
ITU M.2101.1,ITU G.826
ISO 2006,ISO 233
ITU J.26,ITU Y.2205
ITU G.160,ITU G.107
ITU V.41,ITU G.7041
RFC 1765,RFC 2370
ITU K.92,ITU K.74
ISO 15055,ISO 15056
RFC 3372,RFC 3487
ISO 14496-12,ITU H.222.0
RFC 4572,ITU H.248.39
RFC 3879,RFC 4291
ITU I.432.5,ITU M.1400
ITU H.621,ISO 9834-9
RFC 2364,RFC 2684
RFC 3776,RFC 3775
ITU Z.142,ITU Z.140
RFC 4035,ITU Y.2701
RFC 1110,RFC 1185
ISO 150,ISO 15055
RFC 4395,ISO 9834
RFC 5462,ITU G.988
RFC 3714,RFC 4103
ISO 10164-13,ITU X.701
ITU H.248.15,ITU H.248.39
RFC 1075,RFC 1700
RFC 1208,RFC 2828
RFC 3404,RFC 3761
RFC 4568,RFC 4567
RFC 1914,RFC 1913
ITU G.9802,ITU G.989.3
RFC 1230,RFC 1700
ITU G.967.2,ITU G.983.3
RFC 2233,ITU G.997.1
RFC 1698,RFC 2030
ISO 15706,ITU H.222.0
ITU G.177,ITU G.108
RFC 2080,RFC 4191
ITU F.596-1,ITU G.703
RFC 1272,RFC 2990
ISO 15771,ISO 15772
ITU J.178,ITU J.170
RFC 1233,RFC 1340
RFC 1497,RFC 2132
ITU K.113,ITU K.91
ITU Q.33,ITU Q.764
ITU G.987.4,ITU G.709
ITU H.239,ITU H.323
ITU M.2140,ITU G.784
RFC 1367,RFC 1481
ITU J.343.3,ITU J.343
ITU J.343.4,ITU J.343
ISO 16969,ISO 17344
ISO 20563,ISO 17344
ITU P.1312,ITU P.1301
ITU I.329,ITU Q.1213
ITU X.802,ITU X.273
RFC 2634,RFC 2633
ISO 14843,ISO 15431
ISO 14844,ISO 15431
ISO 14846,ISO 15431
RFC 3178,RFC 3704
RFC 3857,RFC 3856
ITU M.1405,ITU M.3020
ISO 25434,ISO 17344
ITU X.790,ITU M.3208.1
ISO 10038,ITU J.112
ITU G.9951,ITU J.190
ITU G.167,ITU P.340
ITU Q.2726.2,ITU Q.2761
ITU E.506,ITU E.502
ISO 13575,ITU V.24
ITU P.563,ITU P.800.1
RFC 1603,RFC 2418
ITU E.113,ITU Q.736.1
RFC 4975,ITU H.248.90
ISO 15050,ISO 15054
ITU G.854.1,ITU G.852.2
ITU G.854.8,ITU G.852.2
RFC 2268,ITU H.323
ITU H.510,ITU Y.2201
RFC 1930,ITU Y.1711
ITU J.366.9,ITU J.360
ITU Q.733.4,ITU Q.764
RFC 3413,RFC 3410
ITU F.711,ITU F.700
ITU F.740,ITU F.700
ISO 9646,ITU X.296
ITU V.36,ITU K.48
RFC 7693,ITU X.509
ISO 10028,ITU Q.811
RFC 1629,RFC 1888
ITU I.380,RFC 3432
RFC 3871,ITU H.248.43
RFC 5764,ITU H.248.93
ITU BT.470-6,ITU H.264
RFC 4588,ITU H.248.39
ITU CMTT.645,ITU J.26
ISO 2111,ITU V.80
RFC 1135,RFC 1147
ITU L.93,ITU L.25
ISO 9594-10,ITU X.500
ITU M.1311,ITU Q.1701
RFC 5441,RFC 5671
RFC 216,RFC 1000
RFC 493,RFC 1000
RFC 534,RFC 1000
RFC 841,RFC 1000
RFC 928,RFC 1000
RFC 929,RFC 928
ITU M.3160,ITU G.874.1
ITU Q.2726.1,ITU Q.2761
ITU O.162,ITU M.2120
RFC 1243,RFC 1700
ITU H.812.4,ITU H.810
ITU H.241,ITU H.323
RFC 4016,ITU Q.3201
RFC 1232,RFC 1340
RFC 1098,RFC 1340
ISO 10029,ISO 8208
ITU K.69,ITU K.11
RFC 3156,RFC 3288
ITU T.88,ITU T.44
ITU I.255.1,ITU Q.2735.1
ITU H.350,ITU F.750
RFC 1755,RFC 2684
ISO 8807,ISO 10746-4
ISO 9074,ISO 10746-4
ITU M.3300,ITU G.784
RFC 3542,RFC 4038
RFC 3797,RFC 3777
ITU Q.1902.6,ITU Q.1902.1
RFC 4821,RFC 4960
RFC 121,RFC 216
RFC 206,RFC 216
RFC 282,RFC 493
RFC 533,RFC 534
ITU J.366.5,ITU J.360
ITU X.20,ITU X.300
ITU O.191,ITU I.356
ITU E.526,ITU E.360.1
ITU E.910,ITU E.101
ITU E.138,ITU F.790
RFC 1352,RFC 1334
ITU G.911,ITU G.806
ISO 10021-7,ITU X.411
RFC 1524,RFC 2045
RFC 1741,RFC 2045
RFC 995,RFC 1237
RFC 4178,RFC 4462
RFC 1990,RFC 2716
RFC 3080,ITU M.3016.1
ISO 8831,RFC 983
ISO 10164-8,ITU X.701
ITU L.103,ITU G.657
ISO 9281-1,ITU T.82
ITU X.723,ITU X.701
ITU Q.2730,ITU Q.2761
ISO 15944-7,ISO 15944-1
RFC 2137,RFC 2136
ITU X.1303,ITU H.323
ITU G.999.1,ITU G.9701
ISO 10165,ITU X.722
RFC 2906,RFC 2903
RFC 759,RFC 790
ISO 9834-8,ITU X.520
ITU Q.737.1,ITU Q.2761
RFC 948,RFC 1042
RFC 1033,RFC 1664
ISO 1413631995,ISO 14136
ITU L.67,ITU G.651.1
ITU Y.1310,ITU Y.1241
ITU M.3016,ITU G.7712
ITU Q.1703,ITU Y.2201
RFC 895,RFC 1700
ISO 19502,ISO 950
RFC 6390,RFC 6792
ITU H.450.2,ITU H.323
ITU L.14,ITU L.25
RFC 2831,ITU Y.2702
ITU G.650.3,ITU L.93
RFC 2022,RFC 2684
RFC 2267,RFC 2893
RFC 3618,RFC 3956
ITU J.241,ITU Y.1541
RFC 3477,RFC 5150
ITU Q.825,ITU Y.2111
RFC 4873,RFC 5151
RFC 4520,ITU X.520
ISO 10000-3,ISO 10000-1
RFC 1493,ITU J.112
RFC 1310,RFC 1422
ITU Q.1741.1,ITU Y.2201
RFC 1993,RFC 2373
RFC 2917,ITU Y.1311.1
RFC 2828,RFC 3198
RFC 3171,RFC 5226
RFC 2447,RFC 2445
ITU X.816,ITU X.903
ISO 6937-2,RFC 1700
ISO 9798,ITU X.810
ITU J.343.5,ITU J.343
ITU J.343.6,ITU J.343
RFC 2557,RFC 3864
RFC 4125,RFC 4126
RFC 4127,RFC 4126
ITU H.322,ITU H.323
ITU G.855.1,ITU G.852.2
RFC 3877,RFC 5951
ITU J.171,ITU J.170
ITU H.225,ITU H.450.1
ITU Q.2144,ITU Q.2140
RFC 1081,RFC 1225
RFC 1317,RFC 1812
RFC 2849,RFC 3261
RFC 4294,RFC 4966
ISO 9541-1,ISO 15285
RFC 3952,ITU H.245
ITU V.6,ITU H.248.1
RFC 3369,RFC 3428
RFC 3890,ITU J.366.4
RFC 2332,RFC 2684
RFC 2032,ITU H.225.0
ITU E.735,ITU E.360.1
ITU H.248.40,ITU Q.3303.2
ITU T.66,ITU V.8
RFC 1514,RFC 1700
ITU Q.2766.1,ITU Q.2761
RFC 4741,RFC 6020
RFC 2428,RFC 2766
RFC 3680,ITU J.366.4
ITU G.7713.1,ITU G.8081
RFC 3521,RFC 3520
RFC 2096,ITU G.983.2
ISO 10021-5,ITU X.411
ITU Q.55,ITU G.168
ITU X.740,ITU X.701
ITU H.740,ITU H.762
ITU Y.2019,ITU Y.3001
RFC 3238,RFC 3459
ITU I.351,ITU I.356
ITU E.651,ITU Y.1541
ISO 1990,RFC 1698
RFC 1734,RFC 1939
RFC 3370,ITU H.810
RFC 5265,ITU Y.3011
RFC 1160,RFC 1603
RFC 3416,RFC 3410
RFC 4283,RFC 5226
RFC 5124,RFC 5764
RFC 5305,RFC 5302
RFC 5472,RFC 5470
ITU P.1202.1,ITU P.1202
ITU G.8052,ITU G.8001
RFC 3102,RFC 3715
ITU Y.1561,ITU Y.1541
ITU Y.3512,ITU Y.3501
RFC 2734,RFC 4944
ITU J.166,ITU J.170
ITU V.33,ITU T.30
ISO 3.7.1,ISO 8208
ITU X.613,ISO 8208
ITU X.614,ISO 8208
RFC 3157,RFC 3760
ITU Q.2150.3,ITU Q.2150.0
RFC 3389,ITU H.248.1
ITU X.37,ISO 9577
ITU V.120,ITU Q.931
RFC 6703,RFC 6808
ISO 9834-9,ITU X.520
ITU Y.1560,ITU E.800
ISO 15938-2,ISO 15938
ISO 15938-9,ISO 15938
RFC 2194,RFC 3588
ITU M.3605,ITU M.3600
ITU G.853,ITU G.853.3
ITU G.761,ITU P.10
ITU Q.732.2-5,ITU Q.850
ITU M.819-2,ITU Q.1711
RFC 2638,RFC 2998
RFC 3491,RFC 5890
RFC 4523,ITU X.509
RFC 1354,RFC 1812
ISO 9796,ITU T.30
ISO 14252,ISO 10000-1
RFC 1507,RFC 1704
ITU J.361,ITU J.366.4
RFC 3932,RFC 5226
RFC 2548,RFC 4072
ITU BT.709-6,ITU H.222.0
ISO 704,ISO 15944-7
ISO 16,ITU H.762
ITU H.248.53,ITU Q.3303.2
RFC 2744,RFC 4121
ITU M.760,ITU M.1510
RFC 1335,RFC 1385
RFC 1347,RFC 1385
RFC 973,RFC 2308
ITU Y.1313,ITU G.8080
ITU J.366.1,ITU J.366.5
ITU J.366.10,ITU J.366.5
ITU J.366.6,ITU J.366.5
ITU P.562,ITU P.10
RFC 2752,RFC 2747
ITU E.440,ITU M.1535
RFC 2903,RFC 3521
ITU M.1535,ITU M.1340
ISO 14888-3,ITU T.30
ITU Q.2941.2,ITU H.323
ITU X.160,ITU M.1535
ITU H.360,ITU H.361
ITU M.1168,ITU Q.1701
RFC 1011,RFC 1340
ITU I.363.3,ITU T.123
ITU G.7715.1,ITU G.8081
RFC 4748,RFC 4844
RFC 3406,ITU X.520
ISO 13235-1,ITU X.903
RFC 5761,ITU H.248.57
ITU Q.2723.6,ITU Q.2761
ITU Q.2725.4,ITU Q.2761
ITU H.460.14,ITU H.248.44
ITU T.171,ITU H.222.0
RFC 1040,RFC 1340
RFC 2979,ITU J.190
RFC 1332,RFC 1812
RFC 4514,ITU X.520
RFC 3736,ITU H.721
RFC 2740,ITU G.7712
RFC 2344,RFC 3012
ITU Q.2726.3,ITU Q.2761
RFC 1853,RFC 2868
ITU G.725,ITU Q.931
ITU I.372,ITU X.36
ITU X.7,ITU X.110
RFC 4207,RFC 4394
ITU L.44,ITU L.42
ITU G.998.3,ITU E.800
RFC 1393,RFC 1700
ITU E.215,ITU X.121
ITU F.125,ITU X.121
ISO 2013,ISO 11179-3
ITU Q.3306.1,ITU Q.3300
ITU Q.951,ITU Q.931
ITU V.92,ITU V.8
ISO 42010,ITU H.810
ITU Q.923,RFC 3033
RFC 3193,RFC 5102
RFC 4145,RFC 4572
ISO 13210,ISO 10000-1
RFC 5811,RFC 6053
RFC 3927,RFC 6120
ITU Z.145,ITU Z.140
ISO 19115,ISO 15944-7
ITU G.9970,ITU H.622
RFC 2421,ITU T.4
RFC 691,RFC 790
RFC 4121,RFC 4120
ISO 5127,ISO 11179-3
RFC 1471,RFC 1700
RFC 3291,ITU J.192
RFC 5559,ITU Y.1271
RFC 2476,RFC 3102
ITU I.255.4,ITU Q.2726.2
RFC 3412,RFC 3410
RFC 1886,RFC 1933
ITU G.963,ITU G.902
ITU G.7713.2,ITU G.8081
ITU P.1201.2,ITU P.1202
ITU G.9952,ITU G.9954
ITU G.9953,ITU G.9954
ITU Q.814,ITU Q.812
ITU Q.1601,ITU Q.1238.2
RFC 4397,RFC 5654
ITU H.248.71,ITU H.248.48
ITU H.248.2,ITU T.38
ITU G.161,ITU G.168
ISO 19135,ISO 11179-6
ITU X.161,ITU M.1535
ISO 16512-1,ITU Y.2091
ITU X.814,ITU X.903
ITU X.815,ITU X.903
RFC 4623,RFC 5659
RFC 1813,RFC 2054
RFC 2054,RFC 3530
RFC 2883,RFC 3155
ITU I.257.1,ITU Q.2957.1
RFC 722,RFC 753
RFC 4282,ITU Y.2018
ITU G.7713.3,ITU G.8081
RFC 454,RFC 790
ITU O.81,ITU Q.552
ITU G.108.1,ITU G.101
ISO 15944-3,ISO 15944-1
ITU M.1380,ITU M.1400
ITU Q.1200,ITU Y.2201
RFC 3587,RFC 4291
ITU E.524,ITU E.360.1
RFC 3646,ITU H.721
ITU X.7001,ITU X.722
RFC 2414,RFC 2914
RFC 2819,ITU G.984.4
ITU H.248.70,ITU H.248.34
RFC 5056,RFC 6120
RFC 3625,RFC 6381
ISO 15429,ISO 15433
ITU J.222.2,ITU J.126
RFC 2867,RFC 2868
ISO 11584,ISO 11572
ITU Q.3303.0,ITU H.248.55
RFC 5304,RFC 5305
RFC 6576,ITU Y.1543
ISO 8571-1,ITU X.660
ITU H.235.3,ITU H.235.0
RFC 1044,RFC 1191
RFC 1051,RFC 1191
RFC 1088,RFC 1191
RFC 1134,RFC 1191
RFC 1188,RFC 1191
RFC 2781,RFC 3076
ITU H.248.92,ITU H.248.89
RFC 640,RFC 691
ITU Y.2236,ITU Y.2201
ITU Q.1223,ITU I.329
ITU L.17,ITU L.25
ITU L.6,ITU L.25
RFC 6038,RFC 6802
ITU J.341,ITU P.800.1
ITU I.373,ITU E.755
RFC 4607,ITU J.222.2
RFC 2260,RFC 3704
ITU H.460.6,ITU H.323
ITU K.60,ITU K.89
ITU X.122,ITU X.124
ITU Q.2951.5,ITU Q.2951.9
ITU J.93,ITU E.800
RFC 856,RFC 1700
RFC 2869,RFC 3588
ITU H.741.0,ITU H.741.3
RFC 3435,ITU J.162
RFC 1016,RFC 1812
RFC 1772,RFC 1812
ITU X.302,ITU X.300
RFC 2637,RFC 2868
RFC 2555,RFC 4844
ISO 11770-1,ITU X.509
ITU Y.140.1,ITU Y.2001
ITU E.361,ITU E.800
ITU Q.731.7,ITU Q.764
ITU H.450.8,ITU H.323
RFC 3501,RFC 4347
ISO 15430,ISO 15431
ITU G.120,ITU G.101
RFC 4513,RFC 4520
ITU H.226,ITU H.248.1
ISO 15443,ISO 15408
ISO 15446,ISO 15408
ISO 19790,ISO 15408
ISO 19791,ISO 15408
RFC 2231,RFC 4288
ITU H.248.50,ITU H.248.37
ITU D.280,ITU Q.1521
ITU T.89,ITU T.44
ITU X.7341,ITU X.721
ITU H.234,ITU H.245
ITU H.248.89,ITU H.248.92
ITU G.774.3,ITU G.774
ITU Q.735.1,ITU Q.2761
ISO 8402,ITU G.1000
RFC 2759,RFC 3079
RFC 3830,ITU H.235.0
ITU H.281,ITU H.323
ITU E.351,ITU Y.2201
ISO 10181-5,ITU X.903
RFC 860,RFC 1700
ITU Q.2735.1,ITU Q.2761
ITU Y.2611,ITU Y.2091
ITU G.667,ITU G.680
RFC 2667,RFC 3916
ISO 14841,ISO 14843
ISO 14443-2,ISO 18092
ISO 14443-3,ISO 18092
ISO 14443-4,ISO 18092
ITU I.500,ITU X.300
RFC 5470,RFC 5472
RFC 5893,RFC 5890
RFC 3555,RFC 4288
RFC 4107,RFC 5254
RFC 1779,RFC 3182
ISO 10164-12,ITU X.701
ISO 15962,ITU Y.2213
RFC 1625,RFC 1738
RFC 1255,RFC 1430
RFC 1146,RFC 1700
ITU M.3700,ITU G.8052
ISO 7810,ITU E.118
ITU BT.601-7,ITU H.264
ITU H.248.88,ITU H.248.89
RFC 2470,RFC 3513
RFC 1829,RFC 2407
RFC 1644,RFC 5382
RFC 2187,RFC 3040
RFC 1850,RFC 2370
RFC 1778,RFC 2256
ITU Q.1721,ITU Q.1706
ITU BO.1408,ITU J.84
ISO 11586-2,ITU Q.1228
RFC 1786,ITU Y.1541
ISO 11179-4,ISO 11179-3
RFC 1770,RFC 2402
RFC 4377,RFC 5860
ITU J.290,ITU J.190
RFC 2525,RFC 2914
RFC 1484,RFC 2156
RFC 3833,RFC 4033
RFC 1717,RFC 1990
RFC 3396,ITU J.192
ITU H.248.19,ITU H.248.63
ISO 10736,ITU T.123
RFC 1140,RFC 1166
ITU Q.1231,ITU Q.1238.2
RFC 3446,RFC 3956
RFC 3720,ITU Y.3510
ITU Q.56,ITU G.160
RFC 2585,RFC 5280
ITU P.862.3,ITU P.863
RFC 4928,RFC 5143
RFC 1626,RFC 2225
ITU G.711.1,ITU H.245
ITU X.38,ITU E.166
ITU Q.2727,ITU Q.2761
ISO 9834-7,ITU X.660
ITU X.666,ITU X.660
RFC 1968,RFC 2716
RFC 3576,RFC 4072
ITU Y.1564,ITU G.8013
RFC 1239,RFC 1700
ITU Q.753,ITU M.3200
ITU Q.754,ITU M.3200
ISO 17875,ISO 17877
RFC 4646,ITU H.225.0
ISO 24765,ITU Y.3502
ITU P.564,ITU P.10
ITU H.271,ITU H.265
RFC 2510,RFC 2828
RFC 2472,ITU G.7712
RFC 2719,ITU Y.2271
RFC 4091,ITU Q.1970
RFC 1658,RFC 1700
RFC 1659,RFC 1700
RFC 2228,RFC 3395
ITU H.235.5,ITU H.235.0
ISO 10164-15,ITU X.701
ITU H.760,ITU H.762
RFC 3034,ITU Y.1310
RFC 3385,RFC 3720
RFC 2289,ITU X.1153
ISO 19763-10,ISO 19763
ITU BT.1306-1,ITU J.87
ISO 7812-2,ITU E.118
RFC 3524,ITU J.366.4
ISO 23001-11,ITU H.222.0
ITU I.432.3,ITU M.1400
RFC 3314,RFC 4966
RFC 2167,RFC 2543
RFC 1405,RFC 2162
ITU X.413,ITU X.411
ITU J.16,ITU J.197
RFC 1091,RFC 1700
ITU H.813,ITU H.810
ISO 10181-7,ITU X.903
ITU BT.2020,ITU H.222.0
RFC 1353,RFC 1700
RFC 5670,ITU Y.1271
ISO 14,ITU X.283
ITU E.507,ITU E.500
ITU M.3702,ITU M.3700
RFC 2780,RFC 4443
RFC 4072,ITU Q.3202.1
ITU E.724,ITU E.502
ISO 13522-1,ITU H.222.0
ITU H.460.5,ITU H.246
RFC 4632,RFC 5280
ITU Q.1002,ITU E.771
ITU Q.1003,ITU E.771
RFC 1638,RFC 2427
ITU Y.2261,ITU Y.2091
ITU Q.2982,ITU G.8081
ITU K.97,ITU K.121
RFC 6941,ITU G.8113.2
RFC 5657,RFC 6120
ISO 10026-1,ITU X.701
ISO 10026-3,ITU X.701
ITU J.362,ITU J.360
ITU P.800.2,ITU P.913
ITU K.37,ITU K.92
RFC 4971,RFC 5089
ITU K.73,ITU K.98
RFC 4050,RFC 5639
RFC 4754,RFC 5639
RFC 932,RFC 940
RFC 936,RFC 940
RFC 4342,RFC 4341
ITU I.251.3,ITU Q.2951
RFC 3097,RFC 5152
ITU H.248.61,ITU H.248.76
ITU Y.100,ITU Y.2011
RFC 1187,RFC 1448
ITU Q.1238.3,ITU Q.1238.2
RFC 3402,RFC 3761
ITU Q.2931.1,ITU Q.2763
ITU Q.1521,ITU Q.1761
ITU K.14,ITU K.11
ITU K.36,ITU K.11
ITU Y.3513,ITU Y.3501
RFC 4191,RFC 5214
RFC 2881,RFC 3588
ISO 2382-17,ISO 11179-3
ITU G.1050,ITU P.564
ITU T.52,ITU M.1401
ITU P.851,ITU G.168
ITU Y.2173,ITU Y.2012
ITU X.746,ITU X.701
RFC 4601,ITU J.222.2
RFC 1818,RFC 2223
RFC 5322,ITU H.813
ITU G.8113.2,ITU G.8121
ITU H.460.11,ITU H.235.8
RFC 3825,RFC 4776
ITU BT.1359-1,ITU J.148
RFC 3517,RFC 4821
ITU M.1224,ITU Q.1701
ITU X.950,ITU X.903
ITU P.912,ITU P.800.1
ITU G.8023,ITU G.8021
ISO 13407,ITU F.790
RFC 347,RFC 790
ISO 10021-6,ITU X.411
ITU J.212,ITU J.210
ITU Q.1221,ITU Q.1223
ITU H.450.4,ITU H.323
ITU H.450.5,ITU H.323
ITU H.450.6,ITU H.323
RFC 4864,RFC 6144
RFC 974,RFC 1033
RFC 3164,ITU H.810
ISO 17025,ITU K.91
RFC 2392,RFC 4119
ITU G.709.3,ITU G.698.2
ITU X.669,ITU X.660
ITU H.248.56,ITU Q.3303.2
RFC 1271,RFC 1700
ITU J.261,ITU Y.1271
ISO 10164-10,ITU X.701
RFC 4428,RFC 4427
ITU Q.731,ITU Q.1601
ISO 15944-2,ISO 15944-1
ITU E.182,ITU Q.765.5
RFC 989,RFC 1340
ISO 11179-5,ISO 11179-3
RFC 3103,RFC 3715
RFC 5884,ITU G.8113.2
RFC 4411,ITU H.248.89
ISO 10027,ISO 11179-3
RFC 3377,ITU X.1141
ITU G.782,ITU G.774
ITU BS.1116,ITU P.863
ITU M.3050.2,ITU M.3060
RFC 923,RFC 937
ITU H.248.46,ITU H.248.63
RFC 6151,RFC 7693
RFC 4970,RFC 5088
ITU J.247,ITU P.800.1
RFC 2165,RFC 3588
ISO 7816-1,ITU J.91
ISO 7816-2,ITU J.91
ISO 13213,RFC 2734
RFC 2858,RFC 3618
ISO 11576,ISO 2001
ISO 1302,ISO 2001
ISO 527-3,ISO 2001
RFC 4778,ITU H.248.43
RFC 6121,RFC 6120
RFC 5576,ITU H.248.39
RFC 4571,RFC 4572
ITU X.435,ITU X.400
ITU M.1537,ITU M.1340
ITU T.90,ITU T.123
RFC 2670,ITU J.179
RFC 2945,ITU X.1141
RFC 3329,ITU J.366.4
ITU T.172,ITU H.760
ITU T.105,ITU T.102
RFC 4874,RFC 5151
ITU T.37,ITU T.38
ITU Q.732,ITU Q.850
RFC 1586,RFC 1700
ISO 9002,ITU L.44
ITU Q.955.3,ITU Q.850
RFC 4884,ITU H.248.79
ITU M.1385,ITU M.1400
RFC 3850,ITU Y.2701
RFC 8081,ISO 14496-2
ITU Z.146,ITU Z.140
RFC 5127,RFC 5670
ISO 19505,ISO 11179-6
RFC 4051,RFC 4050
ITU Q.733.3,ITU Q.850
RFC 5012,RFC 5031
ITU P.85,ITU P.10
ITU T.43,ITU T.30
RFC 4749,ITU G.729.1
RFC 3482,RFC 4694
RFC 2658,RFC 3625
ITU T.24,ITU G.168
ISO 9241-210,ITU Z.150
ITU T.86,ITU T.44
ITU H.248.49,ITU H.248.39
RFC 1654,RFC 1657
RFC 1533,RFC 1700
ITU X.6,ITU X.7
ITU BO.1294,ITU J.84
ITU Q.736.1,ITU Q.713
ITU L.37,ITU L.42
ITU H.248.93,ITU H.248.50
RFC 3640,ITU P.1201.1
ISO 19503,ISO 950
RFC 795,RFC 1812
RFC 6053,ITU Y.2622
RFC 3741,RFC 4051
ITU M.2401,ITU G.8201
ITU H.249,ITU H.245
ITU BT.500-10,ITU J.143
ISO 7812-1,ITU E.118
ITU H.248.63,ITU H.248.80
ISO 19785-3,ITU X.660
ISO 9834-2,ITU X.660
ITU X.662,ITU X.660
RFC 1858,RFC 4960
RFC 1997,RFC 3704
ISO 11801-1,ITU G.651.1
ITU K.122,ITU K.91
ITU Q.3307.1,ITU Q.3300
ITU Y.1713,ITU G.8110
RFC 3567,RFC 5089
ITU L.12,ITU G.976
ITU Q.709,ITU E.721
RFC 5758,ITU X.509
RFC 1532,RFC 1542
ITU T.83,ITU T.84
RFC 4007,RFC 4001
ITU P.1302,ITU P.1301
ITU E.417,ITU E.800
ITU X.696,ITU Z.104
RFC 2244,RFC 4422
ISO 13157-1,ISO 18092
RFC 3697,RFC 4821
ITU Q.50.1,ITU G.161
RFC 4929,RFC 5654
RFC 3920,RFC 6120
ITU X.86,ITU G.8012
ITU X.881,ITU Q.812
ITU J.366,ITU J.366.5
RFC 2298,RFC 3864
ITU BT.709,ITU H.222.0
ISO 8802-5,ISO 10589
ISO 7811-2,ITU E.118
RFC 3457,RFC 3456
RFC 3282,RFC 3864
RFC 731,RFC 1000
ITU H.741.3,ITU H.741.0
RFC 2316,RFC 3238
RFC 2311,ITU Y.2701
RFC 2533,RFC 2938
RFC 6347,ITU H.248.93
RFC 2775,RFC 2993
RFC 3075,RFC 3076
ITU H.283,ITU H.323
RFC 2445,RFC 2739
ITU G.983.8,ITU L.53
ITU I.251.4,ITU Q.2951
RFC 3419,RFC 3417
RFC 2015,RFC 2543
RFC 4966,RFC 6144
ITU BT.2020-2,ITU H.264
ITU L.1,ITU L.67
ITU BT.2052,ITU H.720
RFC 5474,RFC 6390
ISO 10641,ISO 13481
RFC 5951,ITU G.8110.1
RFC 2931,RFC 4033
ITU X.234,ITU T.123
ITU Q.513,ITU M.3200
ITU Q.521,ITU M.3200
RFC 3155,RFC 4614
RFC 2966,ITU G.7712
RFC 5302,RFC 5305
RFC 4594,ITU Y.2201
RFC 2703,RFC 2938
ISO 10164-14,ITU X.701
RFC 6838,RFC 8081
RFC 4341,RFC 4342
ITU BT.1683,ITU J.244
RFC 2545,RFC 3056
ITU H.248.67,ITU H.248.89
ITU M.1300,ITU M.1340
RFC 887,RFC 2132
RFC 5813,ITU Y.2622
ITU X.46,ITU X.124
RFC 4842,RFC 5143
RFC 1972,RFC 1971
RFC 5014,RFC 5220
