source,target
RFC 794,RFC 880
RFC 840,RFC 880
RFC 5649,RFC 6072
RFC 5958,RFC 6072
RFC 5959,RFC 6072
RFC 2527,RFC 2828
ITU F.600,ITU X.7
ITU H.26,ITU H.235.0
ITU H.3,ITU H.235.0
RFC 1026,RFC 2156
RFC 1137,RFC 2156
RFC 1138,RFC 2156
RFC 1148,RFC 2156
RFC 1328,RFC 2156
RFC 2157,RFC 2156
ITU X.863,ITU X.860
ITU Q.832.21,ITU G.967.2
RFC 5424,ITU Y.2704
ISO 11073-10101-2004,ITU H.810
ISO 11073-10101-2014,ITU H.810
ISO 11073-10101-2017,ITU H.810
ISO 11073-10417,ITU H.810
ISO 11073-10418-2011,ITU H.810
ISO 11073-10427,ITU H.810
ISO 11073-20601-2015,ITU H.810
ISO 11073-30200,ITU H.810
RFC 7213,ITU G.8112
RFC 3912,RFC 5198
RFC 954,RFC 5198
ITU J.364,ITU J.360
RFC 7675,ITU H.248.50
ITU BT.1306,ITU J.293
ITU G.9954.1,ITU J.293
RFC 902,RFC 985
RFC 961,RFC 985
RFC 970,RFC 985
ITU X.256,ITU X.236
RFC 4717,RFC 5960
RFC 4816,RFC 5960
RFC 4710,RFC 6390
RFC 6248,RFC 6390
ITU G.144,ITU G.720
ITU Q.832.1,ITU G.967.1
RFC 5881,ITU G.8113.2
RFC 6923,ITU G.8113.2
RFC 6373,ITU G.8110.1
ITU T.137,ITU Y.2091
ISO 3534,ITU X.738
ISO 9495-5,ITU X.530
RFC 4835,ITU Y.2704
RFC 2645,RFC 6409
RFC 6152,RFC 6409
RFC 6376,RFC 6409
RFC 2737,ITU G.984.4
RFC 2755,RFC 3530
ITU TF.686,ISO 15944-7
RFC 4540,RFC 6544
RFC 5190,RFC 6544
RFC 6062,RFC 6544
RFC 6081,RFC 6544
RFC 6156,RFC 6544
RFC 3523,RFC 4190
ITU X.328,ITU X.33
RFC 4382,RFC 5102
ITU H.100,ITU H.310
ITU E.360,ITU Y.1291
ITU M.1079-2,ITU Y.1291
ITU F.741,ITU Y.2201
ITU Y.1400,ITU Y.2201
ITU Y.2202,ITU Y.2201
ITU P.8,ITU P.1100
RFC 4779,RFC 6204
ITU G.134,ITU M.1050
ITU G.151,ITU M.1050
ITU H.13,ITU M.1050
ITU M.580,ITU M.1050
ITU M.810,ITU M.1050
ITU O.111,ITU M.1050
ITU V.55,ITU M.1050
RFC 6466,ITU T.38
RFC 6459,RFC 7066
RFC 6583,RFC 7066
RFC 6603,RFC 7066
RFC 6980,RFC 7066
RFC 2033,RFC 6710
RFC 5248,RFC 6710
ISO 23001-7,ISO 23009-1
RFC 5261,ISO 23009-1
RFC 2957,RFC 6335
RFC 4020,RFC 6335
RFC 5237,RFC 6335
RFC 2997,RFC 6001
RFC 5710,RFC 6001
RFC 5817,RFC 6001
ITU Q.92,ITU Q.1741.7
RFC 5094,ITU Q.1741.7
ISO 10028..............................................................17,ISO 10000-2
ISO 10161,ISO 10000-2
ISO 10163,ISO 10000-2
ISO 10172,ISO 10000-2
ISO 9040,ISO 10000-2
ISO 9041-1,ISO 10000-2
ISO 9506,ISO 10000-2
ISO 9834-4,ISO 10000-2
ISO 9834-5,ISO 10000-2
ISO 9797-2,ITU H.235.6
ITU BT.470-3,ITU T.84
ITU BT.601-1,ITU T.84
ITU BT.709-1,ITU T.84
ISO 3745,ITU P.1110
RFC 1357,RFC 1700
RFC 1372,RFC 1700
RFC 1389,RFC 1700
RFC 1408,RFC 1700
RFC 1409,RFC 1700
RFC 1414,RFC 1700
RFC 1456,RFC 1700
RFC 1473,RFC 1700
RFC 1475,RFC 1700
RFC 1486,RFC 1700
RFC 1516,RFC 1700
RFC 1559,RFC 1700
RFC 1568,RFC 1700
RFC 1572,RFC 1700
RFC 1585,RFC 1700
RFC 1595,RFC 1700
RFC 1596,RFC 1700
RFC 1598,RFC 1700
RFC 1639,RFC 1700
RFC 1665,RFC 1700
RFC 1694,RFC 1700
RFC 1695,RFC 1700
RFC 1697,RFC 1700
ITU E.104,ITU E.115
ITU Q.1204,ITU Q.1229
RFC 2394,RFC 5996
RFC 3051,RFC 5996
RFC 4434,RFC 5996
RFC 4615,RFC 5996
RFC 5857,RFC 5996
RFC 3722,RFC 3720
ISO 9066,ITU X.881
ITU J.82,ITU H.610
RFC 1235,ITU H.610
RFC 2090,ITU H.610
RFC 2515,ITU H.610
RFC 3004,ITU H.610
RFC 3350,ITU H.610
ITU G.851.2,ITU G.855.1
ISO 10616,ITU X.412
ISO 14496-6,ISO 21000-1
ISO 15398,ISO 21000-1
ISO 16500,ISO 21000-1
ISO 16501,ISO 21000-1
ISO 21000-10,ISO 21000-1
ISO 21000-11,ISO 21000-1
ISO 21000-12,ISO 21000-1
ISO 21000-14,ISO 21000-1
ISO 21000-5,ISO 21000-1
ISO 21000-6,ISO 21000-1
ISO 3901,ISO 21000-1
ITU BS.1387,ITU P.863.1
RFC 2665,RFC 3144
RFC 2982,RFC 3144
RFC 3701,RFC 6724
RFC 6598,RFC 6724
ISO 13243,ITU X.641
ITU X.7436,ITU X.641
ISO 15076,ISO 14496-12
ISO 23000,ISO 14496-12
ISO 23002,ISO 14496-12
ISO 23003,ISO 14496-12
ISO 29199,ISO 14496-12
RFC 4771,ISO 14496-12
RFC 5119,ISO 14496-12
ITU G.9807.1,ITU G.988
RFC 4401,RFC 5802
RFC 4402,RFC 5802
RFC 5803,RFC 5802
ISO 10181-1...1,ITU X.802
ISO 10181-3...1,ITU X.802
ISO 10165-61,ITU X.740
ISO 10181-71,ITU X.740
ITU X.7241,ITU X.740
ISO 11166-1,ITU M.3320
RFC 2227,RFC 3864
RFC 2518,RFC 3864
RFC 2919,RFC 3864
RFC 3801,RFC 3864
RFC 4967,ITU Q.1912.5
RFC 3665,ITU J.166
RFC 6528,ITU H.248.89
ISO 24732,ISO 10967
ISO 01.04.07,ITU Q.9
ISO 01.04.08,ITU Q.9
ISO 01.04.10,ITU Q.9
ISO 02.02.04,ITU Q.9
ISO 02.04.04,ITU Q.9
ISO 04.11.03,ITU Q.9
ISO 04.11.05,ITU Q.9
ISO 04.11.11,ITU Q.9
ISO 04.12.04,ITU Q.9
ISO 06.03.12,ITU Q.9
ISO 06.04.04,ITU Q.9
ISO 06.04.08,ITU Q.9
ISO 07.01.01,ITU Q.9
ISO 07.01.11,ITU Q.9
ISO 07.01.13,ITU Q.9
ISO 07.02.04,ITU Q.9
ISO 07.02.10,ITU Q.9
ISO 07.02.11,ITU Q.9
ISO 07.02.14,ITU Q.9
ISO 07.02.15,ITU Q.9
ISO 07.02.16,ITU Q.9
ISO 07.02.17,ITU Q.9
ISO 07.03.02,ITU Q.9
ISO 07.03.04,ITU Q.9
ISO 07.03.05,ITU Q.9
ISO 07.03.06,ITU Q.9
ISO 07.03.07,ITU Q.9
ISO 07.04.01,ITU Q.9
ISO 07.06.01,ITU Q.9
ISO 07.08.01,ITU Q.9
ISO 07.08.05,ITU Q.9
ISO 07.08.06,ITU Q.9
ISO 07.09.09,ITU Q.9
ISO 07.09.10,ITU Q.9
ISO 07.12.03,ITU Q.9
ISO 07.14.01,ITU Q.9
ISO 07.15.01,ITU Q.9
ISO 07.15.06,ITU Q.9
ISO 07.16.05,ITU Q.9
ISO 07.16.13,ITU Q.9
ISO 07.19.03,ITU Q.9
ISO 07.19.05,ITU Q.9
ISO 07.19.08,ITU Q.9
ISO 07.19.10,ITU Q.9
ISO 07.19.11,ITU Q.9
ISO 10.01.01,ITU Q.9
ISO 10.01.09,ITU Q.9
ISO 10.02.09,ITU Q.9
ISO 10.03.03,ITU Q.9
ISO 10.03.04,ITU Q.9
ISO 10.04.04,ITU Q.9
ISO 10.04.05,ITU Q.9
ISO 11.03.02,ITU Q.9
ISO 12.05.03,ITU Q.9
ITU P.16,ITU G.116
RFC 5956,ITU H.248.96
RFC 7104,ITU H.248.96
RFC 4056,RFC 5750
ITU I.358-09,ITU I.731
RFC 3749,ITU H.248.90
RFC 5547,ITU H.248.90
RFC 6460,ITU H.248.90
ISO 13235-11,ITU X.952
RFC 3364,RFC 4472
ISO 10183,ITU T.411
ISO 7487,ITU T.411
ISO 7487-1,ITU T.411
ISO 8378-1,ITU T.411
ISO 8630-1,ITU T.411
ISO 8860-1,ITU T.411
ISO 8824-2-2,ITU Q.825
RFC 4325,RFC 5280
RFC 4518,RFC 5280
RFC 4630,RFC 5280
ISO 11588-4,ITU X.462
ITU Q.36,ITU X.462
ITU X.4641,ITU X.462
ITU I.25,ITU Q.950
ITU Q.951.2,ITU Q.950
ITU Q.951.3,ITU Q.950
ITU Q.951.4,ITU Q.950
ITU Q.951.5,ITU Q.950
ITU Q.951.6,ITU Q.950
ITU Q.951.8,ITU Q.950
ITU Q.952.7,ITU Q.950
ITU Q.953.1,ITU Q.950
ITU Q.953.2,ITU Q.950
ITU Q.956.2,ITU Q.950
ITU Q.956.3,ITU Q.950
ISO 19501-1,ISO 15944-7
ITU V.253,ITU V.59
ITU Q.18,ITU Q.826
ITU Q.440,ITU Q.826
ITU Q.824,ITU Q.826
RFC 5093,ITU H.248.87
RFC 6843,ITU H.248.87
RFC 7005,ITU H.248.87
RFC 3374,RFC 3481
ISO 8859-11,ISO 11404
ISO 8859-13,ISO 11404
ISO 8859-14,ISO 11404
ISO 8859-16,ISO 11404
ISO 9593-1,ISO 11404
RFC 2293,RFC 3383
RFC 2589,RFC 3383
RFC 2596,RFC 3383
RFC 2891,RFC 3383
RFC 3062,RFC 3383
RFC 3296,RFC 3383
ISO 15994-1,ISO 15944-8
ISO 22857,ISO 15944-8
ISO 25237,ISO 15944-8
RFC 4893,RFC 6021
RFC 5017,RFC 6021
ITU X.7442,ITU I.751
ITU X.7492,ITU I.751
ISO 15946-3,ITU X.842
ISO 10026-5,ITU X.702
ISO 9804-1,ITU X.702
ITU V.300,ITU M.1380
RFC 4890,RFC 6145
RFC 5737,RFC 6145
RFC 5771,RFC 6145
ISO 10031-2,ITU T.422
ISO 10118-1,ITU X.842
ISO 11770-2,ITU X.842
ISO 11770-3,ITU X.842
ISO 13888-1,ITU X.842
ISO 13888-2,ITU X.842
ISO 13888-3,ITU X.842
RFC 2559,ITU X.842
ISO 8571-3,ITU Q.812
RFC 3430,ITU Q.812
ISO 12119,ISO 10967-2
ISO 13814,ISO 10967-2
ISO 2001,ISO 10967-2
RFC 1027,RFC 4903
RFC 4558,ITU G.8081
RFC 1000,RFC 1118
ITU T.4221,ITU T.413
ITU X.637,ITU X.638
ISO 21987-1,ISO 20016
ISO 29187,ISO 20016
ITU T.562,ITU T.502
ITU X.1221,ITU Y.2770
RFC 5426,ITU Y.2770
ISO 10181-1...2,ITU X.741
ISO 10181-3...2,ITU X.741
ITU X.2965,ITU X.741
ITU X.8102,ITU X.741
ITU X.8122,ITU X.741
RFC 2532,ITU H.248.2
RFC 2879,ITU H.248.2
RFC 3302,ITU H.248.2
ISO 15944-2.266,ISO 15944-1
ISO 15994,ISO 15944-1
ISO 2381-1,ISO 15944-1
ISO 6325,ISO 15944-1
ISO 6525,ISO 15944-1
ISO 7811,ISO 15944-1
ISO 7812.........................................154,ISO 15944-1
ISO 7812135,ISO 15944-1
ISO 78498,ISO 15944-1
ISO 8382-17,ISO 15944-1
ISO 8473-2,ITU Q.811
ISO 8880-3,ITU Q.811
ITU I.550,ITU Q.811
ITU X.625,ITU Q.811
ITU I.252.1,ITU Q.824.2
ITU I.256.2,ITU Q.824.2
ITU Q.755,ITU Q.824.2
ITU I.375.1,ITU G.967.2
ITU Q.2961.51,ITU G.967.2
ITU H.248.0,ITU Y.2205
RFC 4320,ITU Y.2205
RFC 4542,ITU Y.2205
RFC 5865,ITU Y.2205
ITU Y.1451.1,ITU G.799.1
ISO 14766,ITU X.419
ISO 29341,ITU J.702
RFC 5944,RFC 6275
RFC 6194,RFC 6275
RFC 1012,RFC 1118
RFC 1048,RFC 1118
RFC 1074,RFC 1118
RFC 1100,RFC 1118
ISO 10165-7...1,ITU X.751
ITU X.403,ITU X.440
ITU E.528,ITU E.360.1
ISO 11588-10,ITU X.467
ISO 11588-11,ITU X.467
ISO 11588-9,ITU X.467
ISO 23008-1,ITU H.721
ITU BT.2020-1,ITU H.721
ITU S.1522,ITU G.161
ISO 10828-3,ITU X.1205
RFC 4557,ITU X.1205
RFC 4004,RFC 6733
RFC 5719,RFC 6733
RFC 5729,RFC 6733
RFC 6408,RFC 6733
RFC 6737,RFC 6733
ISO 11588,ITU X.402
ITU X.404,ITU X.402
RFC 6225,RFC 6881
RFC 6280,RFC 6881
RFC 6442,RFC 6881
RFC 3397,RFC 5505
RFC 3832,RFC 5505
RFC 3898,RFC 5505
RFC 4171,RFC 5505
RFC 4173,RFC 5505
RFC 4174,RFC 5505
RFC 4477,RFC 5505
RFC 4578,RFC 5505
ISO 10160,RFC 2130
RFC 1555,RFC 2130
RFC 1815,RFC 2130
RFC 1842,RFC 2130
RFC 1843,RFC 2130
RFC 373,RFC 2130
ISO 8730,ITU X.830
ITU X.8132,ITU X.830
ITU X.8142,ITU X.830
ITU X.8152,ITU X.830
ITU Y.690,ITU J.214
RFC 2558,ITU J.214
RFC 3593,ITU J.214
RFC 3636,ITU J.214
RFC 3705,ITU J.214
RFC 3895,ITU J.214
ITU F.581,ITU T.180
ITU T.571,ITU T.180
ISO 10005,ISO 15944-9
ISO 10006,ISO 15944-9
ISO 10007,ISO 15944-9
ISO 15955-5,ISO 15944-9
ISO 22000,ISO 15944-9
ISO 22005,ISO 15944-9
ISO 22745-2,ISO 15944-9
ISO 26324,ISO 15944-9
RFC 3256,ITU J.222.2
RFC 4580,ITU J.222.2
RFC 1086,RFC 1340
RFC 1318,RFC 1340
RFC 1339,RFC 1340
RFC 915,RFC 1340
RFC 931,RFC 1340
ISO 15068-22,ITU X.744
ITU M.3101,ITU X.744
RFC 5519,ITU G.988
RFC 5605,ITU G.988
ISO 10164-21,ITU X.746
ISO 10164-22,ITU X.746
ISO 11182-1,ITU T.506
ISO 10164-201,ITU X.749
ITU X.7431,ITU X.749
ISO 11586,RFC 2828
ISO 7499-2,RFC 2828
ISO 8807-1990,RFC 2828
ISO 9074-1989,RFC 2828
RFC 1413,RFC 2828
RFC 1457,RFC 2828
RFC 1731,RFC 2828
RFC 1851,RFC 2828
RFC 2084,RFC 2828
RFC 2179,RFC 2828
RFC 2323,RFC 2828
RFC 2350,RFC 2828
ITU X.833,ITU Q.813
RFC 1464,RFC 6120
RFC 2810,RFC 6120
RFC 3365,RFC 6120
RFC 4985,RFC 6120
RFC 6125,RFC 6120
RFC 6176,RFC 6120
RFC 7007,ITU H.248.94
RFC 3215,ITU Y.1310
RFC 3496,ITU Y.1310
ITU J.20,ITU J.700
RFC 4425,ITU J.700
RFC 4424,ITU J.361
ITU M.1457-4,ITU Q.1741.4
RFC 3634,ITU J.192
ITU X.222,ITU X.282
ISO 11793,ISO 15944-7
ISO 19544,ISO 15944-7
ISO 8583-2,ISO 15944-7
ISO 8583-3,ISO 15944-7
ITU TF.460-6,ISO 15944-7
RFC 6989,RFC 7296
RFC 5335,RFC 5996
ITU Q.824.1,ITU Q.824.6
ITU Q.824.2,ITU Q.824.6
ITU Q.1208,ITU Q.1238.1
ITU Q.77,ITU Q.1238.1
RFC 404,ITU Q.1912.5
RFC 469,ITU Q.1912.5
RFC 4235,ITU Q.3401
ISO 13335-2,ITU X.842
ISO 13335-3,ITU X.842
ISO 13335-4,ITU X.842
ISO 9798-5,ITU X.842
ISO 14669,ISO 15944-8
ISO 15844-1,ISO 15944-8
ISO 159440-10,ISO 15944-8
ISO 159544-2,ISO 15944-8
ITU Q.28111,ITU Q.832.1
ITU Q.28121,ITU Q.832.1
ITU G.9661,ITU G.967.1
ITU X.34,ITU X.7
ITU X.35,ITU X.7
ITU X.5,ITU X.7
ITU X.77,ITU X.7
ITU X.8,ITU X.7
ISO 19544-1,ISO 29187
ISO 20187-1,ISO 29187
ISO 21987,ISO 29187
ISO 29187-2+,ISO 29187
ISO 15946-4,ITU Y.2704
ISO 15946-5,ITU Y.2704
RFC 2808,ITU Y.2704
ISO 1.1,ITU X.283
ISO 2.1,ITU X.283
ITU D.10,ITU X.283
ITU X.284,ITU X.283
ISO 14165-117,ITU G.9807.1
ITU G.430,ITU G.9807.1
ITU G.432.1,ITU G.9807.1
RFC 1106,RFC 4614
RFC 1379,RFC 4614
RFC 3742,RFC 4614
RFC 964,RFC 4614
ISO 05218,ISO 15944-10
ISO 10642,ISO 15944-10
ISO 159444-10,ISO 15944-10
ISO 159544-10,ISO 15944-10
ISO 15955-7,ISO 15944-10
ISO 3166-185,ISO 15944-10
ISO 31661,ISO 15944-10
ISO 5127-11,ISO 15944-10
ISO 9594.1-9,ISO 15944-10
ISO 9789,ISO 15944-10
ISO 9789-1994,ISO 15944-10
ISO 1400,ISO 20016
ISO 15909,ISO 20016
ISO 15909-1,ISO 20016
ISO 15909-2,ISO 20016
ISO 19137,ISO 20016
ISO 192501,ISO 20016
ISO 20016-10,ISO 20016
ISO 2016,ISO 20016
ISO 2620,ISO 20016
ISO 4219,ISO 20016
ISO 5954,ISO 20016
ISO 14883-3,ITU X.843
ISO 14888-1,ITU X.843
ISO 14888-2,ITU X.843
ITU M.1457-10,ITU Q.1741.7
RFC 2023,RFC 2828
ITU M.1457-8,ITU Q.1741.6
RFC 5175,RFC 6434
RFC 5453,RFC 6434
ITU Q.939,ITU Q.1912.5
RFC 302,ITU Q.1912.5
RFC 4715,ITU Q.1912.5
RFC 5079,ITU Q.1912.5
RFC 6910,ITU Q.1912.5
RFC 7462,ITU Q.1912.5
ITU M.1457-12,ITU Q.1741.9
RFC 6140,ITU Q.1741.9
RFC 1281,RFC 4949
RFC 2773,RFC 4949
RFC 3647,RFC 4949
RFC 3820,RFC 4949
RFC 4158,RFC 4949
RFC 4211,RFC 4949
RFC 107,RFC 1000
RFC 110,RFC 1000
RFC 116,RFC 1000
RFC 123,RFC 1000
RFC 140,RFC 1000
RFC 143,RFC 1000
RFC 158,RFC 1000
RFC 167,RFC 1000
RFC 17,RFC 1000
RFC 171,RFC 1000
RFC 172,RFC 1000
RFC 177,RFC 1000
RFC 196,RFC 1000
RFC 203,RFC 1000
RFC 211,RFC 1000
RFC 221,RFC 1000
RFC 226,RFC 1000
RFC 229,RFC 1000
RFC 235,RFC 1000
RFC 240,RFC 1000
RFC 252,RFC 1000
RFC 265,RFC 1000
RFC 287,RFC 1000
RFC 288,RFC 1000
RFC 289,RFC 1000
RFC 293,RFC 1000
RFC 298,RFC 1000
RFC 300,RFC 1000
RFC 306,RFC 1000
RFC 313,RFC 1000
RFC 315,RFC 1000
RFC 319,RFC 1000
RFC 323,RFC 1000
RFC 326,RFC 1000
RFC 329,RFC 1000
RFC 330,RFC 1000
RFC 331,RFC 1000
RFC 332,RFC 1000
RFC 342,RFC 1000
RFC 344,RFC 1000
RFC 346,RFC 1000
RFC 353,RFC 1000
RFC 36,RFC 1000
RFC 362,RFC 1000
RFC 363,RFC 1000
RFC 365,RFC 1000
RFC 366,RFC 1000
RFC 367,RFC 1000
RFC 370,RFC 1000
RFC 378,RFC 1000
RFC 381,RFC 1000
RFC 389,RFC 1000
RFC 39,RFC 1000
RFC 391,RFC 1000
RFC 392,RFC 1000
RFC 399,RFC 1000
RFC 400,RFC 1000
RFC 413,RFC 1000
RFC 420,RFC 1000
RFC 422,RFC 1000
RFC 430,RFC 1000
RFC 436,RFC 1000
RFC 442,RFC 1000
RFC 443,RFC 1000
RFC 453,RFC 1000
RFC 455,RFC 1000
RFC 46,RFC 1000
RFC 467,RFC 1000
RFC 47,RFC 1000
RFC 473,RFC 1000
RFC 482,RFC 1000
RFC 497,RFC 1000
RFC 509,RFC 1000
RFC 513,RFC 1000
RFC 522,RFC 1000
RFC 538,RFC 1000
RFC 539,RFC 1000
RFC 54,RFC 1000
RFC 549,RFC 1000
RFC 555,RFC 1000
RFC 556,RFC 1000
RFC 560,RFC 1000
RFC 566,RFC 1000
RFC 567,RFC 1000
RFC 579,RFC 1000
RFC 580,RFC 1000
RFC 586,RFC 1000
RFC 596,RFC 1000
RFC 600,RFC 1000
RFC 601,RFC 1000
RFC 603,RFC 1000
RFC 606,RFC 1000
RFC 608,RFC 1000
RFC 615,RFC 1000
RFC 624,RFC 1000
RFC 633,RFC 1000
RFC 638,RFC 1000
RFC 651,RFC 1000
RFC 67,RFC 1000
RFC 684,RFC 1000
RFC 687,RFC 1000
RFC 70,RFC 1000
RFC 702,RFC 1000
RFC 703,RFC 1000
RFC 708,RFC 1000
RFC 799,RFC 1000
RFC 800,RFC 1000
RFC 806,RFC 1000
RFC 832,RFC 1000
RFC 843,RFC 1000
RFC 86,RFC 1000
RFC 881,RFC 1000
RFC 897,RFC 1000
RFC 900,RFC 1000
RFC 912,RFC 1000
RFC 991,RFC 1000
RFC 997,RFC 1000
